dtec,gdlat,glon,station,tec,ut1_unix
1.30165,32.0,35.0,BSHM,9.24001,1667417400.0
0.921018,32.0,35.0,BSHM,7.82996,1667418000.0
0.92072,32.0,35.0,BSHM,7.81802,1667418300.0
0.921198,32.0,35.0,BSHM,8.63063,1667418600.0
0.583107,32.0,35.0,BSHM,8.64835,1667418900.0
0.582494,32.0,35.0,BSHM,8.65936,1667419200.0
0.492288,32.0,35.0,BSHM,8.63367,1667419500.0
0.492394,32.0,35.0,BSHM,8.56302,1667419800.0
0.492991,32.0,35.0,BSHM,8.35061,1667420100.0
0.461962,32.0,35.0,BSHM,8.29777,1667420400.0
0.493331,32.0,35.0,BSHM,8.36194,1667420700.0
0.477866,32.0,35.0,BSHM,8.13696,1667421000.0
0.494696,32.0,35.0,BSHM,8.29689,1667421300.0
0.493922,32.0,35.0,BSHM,8.33619,1667421600.0
0.534011,32.0,35.0,BSHM,8.44041,1667421900.0
0.46148,32.0,35.0,BSHM,8.52365,1667422200.0
0.494197,32.0,35.0,BSHM,8.6049,1667422500.0
0.461422,32.0,35.0,BSHM,8.61258,1667422800.0
0.492813,32.0,35.0,BSHM,8.58279,1667423100.0
0.460845,32.0,35.0,BSHM,8.77672,1667423400.0
0.46107,32.0,35.0,BSHM,8.91255,1667423700.0
0.434223,32.0,35.0,BSHM,8.93764,1667424000.0
0.434156,32.0,35.0,BSHM,8.87321,1667424300.0
0.411741,32.0,35.0,BSHM,8.92034,1667424600.0
0.411615,32.0,35.0,BSHM,8.97731,1667424900.0
0.392459,32.0,35.0,BSHM,9.01055,1667425200.0
0.375746,32.0,35.0,BSHM,9.06584,1667425500.0
0.433905,32.0,35.0,BSHM,9.15392,1667425800.0
0.433911,32.0,35.0,BSHM,9.17926,1667426100.0
0.460231,32.0,35.0,BSHM,9.20757,1667426400.0
0.460266,32.0,35.0,BSHM,9.1307,1667426700.0
0.491941,32.0,35.0,BSHM,9.17669,1667427000.0
0.492028,32.0,35.0,BSHM,9.17924,1667427300.0
0.531581,32.0,35.0,BSHM,9.00567,1667427600.0
0.492108,32.0,35.0,BSHM,8.96894,1667427900.0
0.434056,32.0,35.0,BSHM,8.86322,1667428200.0
0.411914,32.0,35.0,BSHM,8.81432,1667428500.0
0.434096,32.0,35.0,BSHM,8.756,1667428800.0
0.411789,32.0,35.0,BSHM,8.67421,1667429100.0
0.411941,32.0,35.0,BSHM,8.50945,1667429400.0
0.462694,32.0,35.0,BSHM,8.19034,1667429700.0
0.492856,32.0,35.0,BSHM,8.01612,1667430000.0
0.532398,32.0,35.0,BSHM,7.98126,1667430300.0
0.583868,32.0,35.0,BSHM,7.90334,1667430600.0
0.752372,32.0,35.0,BSHM,8.20106,1667430900.0
0.920694,32.0,35.0,BSHM,7.98459,1667431200.0
1.30471,32.0,35.0,BSHM,7.46299,1667431500.0
0.922131,32.0,35.0,BSHM,8.55387,1667434200.0
0.754166,32.0,35.0,BSHM,7.70522,1667434500.0
0.75286,32.0,35.0,BSHM,7.58889,1667434800.0
0.752531,32.0,35.0,BSHM,7.32545,1667435100.0
0.58343,32.0,35.0,BSHM,7.12334,1667435400.0
0.582951,32.0,35.0,BSHM,6.87669,1667435700.0
0.532608,32.0,35.0,BSHM,6.81474,1667436000.0
0.460766,32.0,35.0,BSHM,6.94329,1667436300.0
0.492433,32.0,35.0,BSHM,6.69285,1667436600.0
0.460528,32.0,35.0,BSHM,7.18495,1667436900.0
0.582293,32.0,35.0,BSHM,7.57252,1667437200.0
0.531473,32.0,35.0,BSHM,7.90286,1667437500.0
0.582081,32.0,35.0,BSHM,8.05351,1667437800.0
0.531499,32.0,35.0,BSHM,7.92832,1667438100.0
0.491948,32.0,35.0,BSHM,7.83782,1667438400.0
0.531351,32.0,35.0,BSHM,7.6987,1667438700.0
0.492149,32.0,35.0,BSHM,7.59107,1667439000.0
0.531547,32.0,35.0,BSHM,7.66189,1667439300.0
0.531502,32.0,35.0,BSHM,7.52178,1667439600.0
0.492061,32.0,35.0,BSHM,7.56365,1667439900.0
0.531523,32.0,35.0,BSHM,7.63662,1667440200.0
0.435159,32.0,35.0,BSHM,7.34913,1667440500.0
0.434097,32.0,35.0,BSHM,7.17098,1667440800.0
0.43413,32.0,35.0,BSHM,6.95862,1667441100.0
0.460645,32.0,35.0,BSHM,6.63916,1667441400.0
0.492283,32.0,35.0,BSHM,6.24064,1667441700.0
0.460586,32.0,35.0,BSHM,6.13949,1667442000.0
0.492528,32.0,35.0,BSHM,5.92928,1667442300.0
0.492607,32.0,35.0,BSHM,5.72712,1667442600.0
0.582519,32.0,35.0,BSHM,5.6377,1667442900.0
0.532226,32.0,35.0,BSHM,5.49056,1667443200.0
0.653192,32.0,35.0,BSHM,5.72515,1667443500.0
0.492675,32.0,35.0,BSHM,5.55363,1667443800.0
0.434325,32.0,35.0,BSHM,5.48752,1667444100.0
0.492327,32.0,35.0,BSHM,5.4693,1667444400.0
0.531361,32.0,35.0,BSHM,5.32992,1667444700.0
0.460535,32.0,35.0,BSHM,5.39772,1667445000.0
0.460718,32.0,35.0,BSHM,5.46378,1667445300.0
0.582076,32.0,35.0,BSHM,5.51914,1667445600.0
0.531614,32.0,35.0,BSHM,6.17,1667445900.0
0.582348,32.0,35.0,BSHM,7.01872,1667446200.0
0.531753,32.0,35.0,BSHM,7.28716,1667446500.0
0.492656,32.0,35.0,BSHM,8.13345,1667446800.0
0.492288,32.0,35.0,BSHM,8.58384,1667447100.0
0.434539,32.0,35.0,BSHM,9.27887,1667447400.0
0.434393,32.0,35.0,BSHM,9.92625,1667447700.0
0.412942,32.0,35.0,BSHM,10.6836,1667448000.0
0.434907,32.0,35.0,BSHM,11.4238,1667448300.0
0.435366,32.0,35.0,BSHM,12.2329,1667448600.0
0.461827,32.0,35.0,BSHM,13.1757,1667448900.0
0.435913,32.0,35.0,BSHM,13.9937,1667449200.0
0.493085,32.0,35.0,BSHM,15.0081,1667449500.0
0.493062,32.0,35.0,BSHM,15.8211,1667449800.0
0.462251,32.0,35.0,BSHM,16.7026,1667450100.0
0.434908,32.0,35.0,BSHM,17.3053,1667450400.0
0.413862,32.0,35.0,BSHM,17.9476,1667450700.0
0.460639,32.0,35.0,BSHM,18.6266,1667451000.0
0.461762,32.0,35.0,BSHM,19.1811,1667451300.0
0.492935,32.0,35.0,BSHM,19.4538,1667451600.0
0.585412,32.0,35.0,BSHM,19.7155,1667451900.0
0.582964,32.0,35.0,BSHM,20.0487,1667452200.0
0.651073,32.0,35.0,BSHM,20.4779,1667452500.0
0.752643,32.0,35.0,BSHM,20.72,1667452800.0
0.921093,32.0,35.0,BSHM,20.9819,1667453100.0
0.920917,32.0,35.0,BSHM,21.0789,1667453400.0
0.920849,32.0,35.0,BSHM,21.22,1667453700.0
1.30297,32.0,35.0,BSHM,21.3308,1667454000.0
0.92143,32.0,35.0,BSHM,21.534,1667454300.0
0.921217,32.0,35.0,BSHM,21.7722,1667454600.0
0.921296,32.0,35.0,BSHM,22.1198,1667454900.0
0.753012,32.0,35.0,BSHM,22.5406,1667455200.0
0.753234,32.0,35.0,BSHM,22.8465,1667455500.0
0.753857,32.0,35.0,BSHM,23.4544,1667455800.0
0.920888,32.0,35.0,BSHM,23.9235,1667456100.0
0.651275,32.0,35.0,BSHM,24.65,1667456400.0
0.582425,32.0,35.0,BSHM,25.2805,1667456700.0
0.531717,32.0,35.0,BSHM,26.5474,1667457000.0
0.460671,32.0,35.0,BSHM,26.605,1667457300.0
0.434214,32.0,35.0,BSHM,26.5675,1667457600.0
0.434078,32.0,35.0,BSHM,27.1825,1667457900.0
0.434124,32.0,35.0,BSHM,27.8831,1667458200.0
0.531751,32.0,35.0,BSHM,28.294,1667458500.0
0.531843,32.0,35.0,BSHM,29.2321,1667458800.0
0.65154,32.0,35.0,BSHM,29.6739,1667459100.0
0.752157,32.0,35.0,BSHM,30.9478,1667459400.0
0.75241,32.0,35.0,BSHM,31.533,1667459700.0
0.651262,32.0,35.0,BSHM,32.3078,1667460000.0
0.582572,32.0,35.0,BSHM,33.1856,1667460300.0
0.651193,32.0,35.0,BSHM,34.0274,1667460600.0
0.651232,32.0,35.0,BSHM,34.8602,1667460900.0
0.651573,32.0,35.0,BSHM,35.4034,1667461200.0
0.651342,32.0,35.0,BSHM,35.8053,1667461500.0
0.651383,32.0,35.0,BSHM,36.2579,1667461800.0
0.651466,32.0,35.0,BSHM,36.6668,1667462100.0
0.582727,32.0,35.0,BSHM,37.0484,1667462400.0
0.492598,32.0,35.0,BSHM,37.4814,1667462700.0
0.492469,32.0,35.0,BSHM,37.6917,1667463000.0
0.531856,32.0,35.0,BSHM,37.7449,1667463300.0
0.582588,32.0,35.0,BSHM,37.9253,1667463600.0
0.582674,32.0,35.0,BSHM,38.1108,1667463900.0
0.752138,32.0,35.0,BSHM,38.5761,1667464200.0
0.921161,32.0,35.0,BSHM,38.8429,1667464500.0
0.921553,32.0,35.0,BSHM,39.1441,1667464800.0
1.31277,32.0,35.0,BSHM,38.2582,1667466300.0
1.3034,32.0,35.0,BSHM,38.3999,1667466600.0
0.921654,32.0,35.0,BSHM,38.4069,1667466900.0
0.752493,32.0,35.0,BSHM,38.6459,1667467200.0
0.651633,32.0,35.0,BSHM,38.7693,1667467500.0
0.65157,32.0,35.0,BSHM,39.1008,1667467800.0
0.582837,32.0,35.0,BSHM,39.4985,1667468100.0
0.582844,32.0,35.0,BSHM,39.6527,1667468400.0
0.53244,32.0,35.0,BSHM,39.6195,1667468700.0
0.584502,32.0,35.0,BSHM,39.7091,1667469000.0
0.756186,32.0,35.0,BSHM,40.1242,1667469300.0
1.30276,32.0,35.0,BSHM,40.5303,1667469600.0
1.30351,32.0,35.0,BSHM,40.7016,1667469900.0
0.926136,32.0,35.0,BSHM,39.9528,1667471400.0
0.651765,32.0,35.0,BSHM,42.4299,1667471700.0
0.651602,32.0,35.0,BSHM,42.9267,1667472000.0
0.492774,32.0,35.0,BSHM,43.2772,1667472300.0
0.492541,32.0,35.0,BSHM,43.9356,1667472600.0
0.492589,32.0,35.0,BSHM,44.3554,1667472900.0
0.46072,32.0,35.0,BSHM,44.8096,1667473200.0
0.434578,32.0,35.0,BSHM,45.3403,1667473500.0
0.492443,32.0,35.0,BSHM,45.5923,1667473800.0
0.492723,32.0,35.0,BSHM,45.8422,1667474100.0
0.582609,32.0,35.0,BSHM,46.0917,1667474400.0
0.582917,32.0,35.0,BSHM,46.0751,1667474700.0
0.752114,32.0,35.0,BSHM,46.1791,1667475000.0
0.921114,32.0,35.0,BSHM,46.518,1667475300.0
0.921722,32.0,35.0,BSHM,46.6677,1667475600.0
0.921192,32.0,35.0,BSHM,46.452,1667476200.0
0.92073,32.0,35.0,BSHM,46.3476,1667476500.0
0.751687,32.0,35.0,BSHM,45.5557,1667476800.0
0.652085,32.0,35.0,BSHM,45.2841,1667477100.0
0.582531,32.0,35.0,BSHM,45.184,1667477400.0
0.531826,32.0,35.0,BSHM,44.8176,1667477700.0
0.531805,32.0,35.0,BSHM,44.1676,1667478000.0
0.460612,32.0,35.0,BSHM,43.8791,1667478300.0
0.492377,32.0,35.0,BSHM,43.7221,1667478600.0
0.411998,32.0,35.0,BSHM,43.6002,1667478900.0
0.434412,32.0,35.0,BSHM,43.6513,1667479200.0
0.434367,32.0,35.0,BSHM,43.4882,1667479500.0
0.492467,32.0,35.0,BSHM,43.4407,1667479800.0
0.460874,32.0,35.0,BSHM,43.126,1667480100.0
0.492527,32.0,35.0,BSHM,42.7301,1667480400.0
0.492603,32.0,35.0,BSHM,43.0228,1667480700.0
0.582856,32.0,35.0,BSHM,42.525,1667481000.0
0.582922,32.0,35.0,BSHM,42.3518,1667481300.0
0.652121,32.0,35.0,BSHM,42.5443,1667481600.0
0.582946,32.0,35.0,BSHM,41.7962,1667481900.0
0.579057,32.0,35.0,BSHM,40.4478,1667482200.0
0.646745,32.0,35.0,BSHM,39.299,1667482500.0
0.490505,32.0,35.0,BSHM,38.1964,1667482800.0
0.411992,32.0,35.0,BSHM,37.1003,1667483100.0
0.392747,32.0,35.0,BSHM,36.0088,1667483400.0
0.34827,32.0,35.0,BSHM,34.9284,1667483700.0
0.392749,32.0,35.0,BSHM,33.9333,1667484000.0
0.434167,32.0,35.0,BSHM,32.7537,1667484300.0
0.411479,32.0,35.0,BSHM,31.5041,1667484600.0
0.434187,32.0,35.0,BSHM,30.4644,1667484900.0
0.46081,32.0,35.0,BSHM,29.4871,1667485200.0
0.531773,32.0,35.0,BSHM,28.3099,1667485500.0
0.46124,32.0,35.0,BSHM,27.1992,1667485800.0
0.493159,32.0,35.0,BSHM,26.6943,1667486100.0
0.460686,32.0,35.0,BSHM,25.7543,1667486400.0
0.460715,32.0,35.0,BSHM,24.8079,1667486700.0
0.434901,32.0,35.0,BSHM,24.0512,1667487000.0
0.492568,32.0,35.0,BSHM,22.8969,1667487300.0
0.532264,32.0,35.0,BSHM,21.6243,1667487600.0
0.651603,32.0,35.0,BSHM,20.4042,1667487900.0
0.752168,32.0,35.0,BSHM,19.8523,1667488200.0
0.921356,32.0,35.0,BSHM,18.9001,1667488500.0
1.30244,32.0,35.0,BSHM,17.8041,1667488800.0
1.30301,32.0,35.0,BSHM,17.0288,1667489100.0
1.30859,32.0,35.0,BSHM,16.0177,1667490600.0
0.922288,32.0,35.0,BSHM,15.7453,1667490900.0
0.752274,32.0,35.0,BSHM,15.3553,1667491200.0
0.651683,32.0,35.0,BSHM,14.8971,1667491500.0
0.65135,32.0,35.0,BSHM,14.4557,1667491800.0
0.752072,32.0,35.0,BSHM,14.0035,1667492100.0
0.752086,32.0,35.0,BSHM,13.6339,1667492400.0
0.921085,32.0,35.0,BSHM,13.2408,1667492700.0
0.754102,32.0,35.0,BSHM,11.6996,1667493000.0
0.922885,32.0,35.0,BSHM,10.6853,1667493300.0
0.922954,32.0,35.0,BSHM,10.2777,1667493600.0
0.92288,32.0,35.0,BSHM,9.9469,1667493900.0
0.922836,32.0,35.0,BSHM,9.68873,1667494200.0
1.30855,32.0,35.0,BSHM,9.43647,1667494500.0
0.926236,32.0,35.0,BSHM,10.0649,1667495400.0
0.923629,32.0,35.0,BSHM,9.89516,1667495700.0
1.30268,32.0,35.0,BSHM,9.72859,1667496000.0
1.33641,32.0,35.0,BSHM,9.17518,1667496900.0
1.30663,32.0,35.0,BSHM,9.28446,1667497200.0
0.941777,32.0,35.0,BSHM,9.07179,1667499000.0
0.923712,32.0,35.0,BSHM,9.14362,1667499300.0
0.657336,32.0,35.0,BSHM,9.27401,1667499600.0
0.754184,32.0,35.0,BSHM,9.40354,1667499900.0
0.585274,32.0,35.0,BSHM,9.46997,1667500200.0
0.584017,32.0,35.0,BSHM,9.52696,1667500500.0
0.532896,32.0,35.0,BSHM,9.53124,1667500800.0
0.493777,32.0,35.0,BSHM,9.55157,1667501100.0
0.533133,32.0,35.0,BSHM,9.62838,1667501400.0
0.583137,32.0,35.0,BSHM,9.69528,1667501700.0
0.583043,32.0,35.0,BSHM,9.76682,1667502000.0
0.651497,32.0,35.0,BSHM,9.87852,1667502300.0
0.758371,32.0,35.0,BSHM,10.0302,1667502600.0
0.920925,32.0,35.0,BSHM,10.0355,1667502900.0
1.30202,32.0,35.0,BSHM,10.1302,1667503200.0
1.35821,32.0,35.0,BSHM,11.3097,1667503500.0
0.656728,32.0,35.0,BSHM,10.216,1667503800.0
0.585301,32.0,35.0,BSHM,9.8762,1667504100.0
0.462089,32.0,35.0,BSHM,9.66448,1667504400.0
0.434668,32.0,35.0,BSHM,9.58849,1667504700.0
0.392788,32.0,35.0,BSHM,9.41953,1667505000.0
0.412002,32.0,35.0,BSHM,9.33873,1667505300.0
0.411962,32.0,35.0,BSHM,9.23673,1667505600.0
0.39288,32.0,35.0,BSHM,9.22428,1667505900.0
0.376359,32.0,35.0,BSHM,9.09682,1667506200.0
0.411872,32.0,35.0,BSHM,8.94607,1667506500.0
0.412092,32.0,35.0,BSHM,8.8518,1667506800.0
0.531731,32.0,35.0,BSHM,8.77272,1667507100.0
0.532135,32.0,35.0,BSHM,8.65401,1667507400.0
0.531602,32.0,35.0,BSHM,8.57299,1667507700.0
0.460645,32.0,35.0,BSHM,8.57819,1667508000.0
0.392694,32.0,35.0,BSHM,8.63621,1667508300.0
0.376338,32.0,35.0,BSHM,8.68286,1667508600.0
0.361198,32.0,35.0,BSHM,8.70933,1667508900.0
0.348092,32.0,35.0,BSHM,8.68316,1667509200.0
0.36126,32.0,35.0,BSHM,8.89578,1667509500.0
0.361574,32.0,35.0,BSHM,8.94604,1667509800.0
0.375867,32.0,35.0,BSHM,9.20161,1667510100.0
0.392521,32.0,35.0,BSHM,9.63477,1667510400.0
0.376167,32.0,35.0,BSHM,9.71297,1667510700.0
0.411726,32.0,35.0,BSHM,9.62355,1667511000.0
0.411638,32.0,35.0,BSHM,9.5547,1667511300.0
0.39252,32.0,35.0,BSHM,9.43214,1667511600.0
0.411823,32.0,35.0,BSHM,9.36659,1667511900.0
0.46023,32.0,35.0,BSHM,9.28828,1667512200.0
0.460386,32.0,35.0,BSHM,9.23246,1667512500.0
0.460309,32.0,35.0,BSHM,8.97396,1667512800.0
0.460562,32.0,35.0,BSHM,8.85072,1667513100.0
0.491998,32.0,35.0,BSHM,8.77459,1667513400.0
0.531755,32.0,35.0,BSHM,8.3667,1667513700.0
0.531551,32.0,35.0,BSHM,8.16945,1667514000.0
0.460315,32.0,35.0,BSHM,7.76403,1667514300.0
0.411807,32.0,35.0,BSHM,7.58396,1667514600.0
0.434039,32.0,35.0,BSHM,7.34585,1667514900.0
0.411833,32.0,35.0,BSHM,7.12883,1667515200.0
0.392685,32.0,35.0,BSHM,6.76,1667515500.0
0.434158,32.0,35.0,BSHM,6.43748,1667515800.0
0.4604,32.0,35.0,BSHM,6.15457,1667516100.0
0.492753,32.0,35.0,BSHM,6.1774,1667516400.0
0.531953,32.0,35.0,BSHM,6.0117,1667516700.0
0.651714,32.0,35.0,BSHM,6.24393,1667517000.0
0.92069,32.0,35.0,BSHM,5.9509,1667517300.0
1.30191,32.0,35.0,BSHM,5.17679,1667517600.0
0.922891,32.0,35.0,BSHM,6.69328,1667520300.0
0.922036,32.0,35.0,BSHM,6.63003,1667520600.0
0.753172,32.0,35.0,BSHM,6.29146,1667520900.0
0.753099,32.0,35.0,BSHM,6.09898,1667521200.0
0.532801,32.0,35.0,BSHM,6.0605,1667521500.0
0.583033,32.0,35.0,BSHM,6.05764,1667521800.0
0.582933,32.0,35.0,BSHM,6.07624,1667522100.0
0.492788,32.0,35.0,BSHM,6.25839,1667522400.0
0.492566,32.0,35.0,BSHM,6.14322,1667522700.0
0.49228,32.0,35.0,BSHM,6.45844,1667523000.0
0.582352,32.0,35.0,BSHM,6.67208,1667523300.0
0.492331,32.0,35.0,BSHM,6.76025,1667523600.0
0.582123,32.0,35.0,BSHM,7.01778,1667523900.0
0.531847,32.0,35.0,BSHM,6.89827,1667524200.0
0.492036,32.0,35.0,BSHM,6.79341,1667524500.0
0.49227,32.0,35.0,BSHM,6.66997,1667524800.0
0.492897,32.0,35.0,BSHM,6.58679,1667525100.0
0.531617,32.0,35.0,BSHM,6.69885,1667525400.0
0.531649,32.0,35.0,BSHM,6.60208,1667525700.0
0.492262,32.0,35.0,BSHM,6.70238,1667526000.0
0.492414,32.0,35.0,BSHM,6.83377,1667526300.0
0.434412,32.0,35.0,BSHM,6.467,1667526600.0
0.393145,32.0,35.0,BSHM,6.33932,1667526900.0
0.41203,32.0,35.0,BSHM,6.28356,1667527200.0
0.411985,32.0,35.0,BSHM,6.24276,1667527500.0
0.461075,32.0,35.0,BSHM,6.09139,1667527800.0
0.434581,32.0,35.0,BSHM,5.82741,1667528100.0
0.531751,32.0,35.0,BSHM,5.85192,1667528400.0
0.533729,32.0,35.0,BSHM,5.87274,1667528700.0
0.582299,32.0,35.0,BSHM,5.64933,1667529000.0
0.582599,32.0,35.0,BSHM,5.54473,1667529300.0
0.751375,32.0,35.0,BSHM,5.33659,1667529600.0
0.582151,32.0,35.0,BSHM,5.14537,1667529900.0
0.460607,32.0,35.0,BSHM,5.01339,1667530200.0
0.531497,32.0,35.0,BSHM,4.91095,1667530500.0
0.492249,32.0,35.0,BSHM,4.91371,1667530800.0
0.434292,32.0,35.0,BSHM,4.80413,1667531100.0
0.492064,32.0,35.0,BSHM,4.65675,1667531400.0
0.491982,32.0,35.0,BSHM,4.64175,1667531700.0
0.460612,32.0,35.0,BSHM,5.71198,1667532000.0
0.492491,32.0,35.0,BSHM,6.587,1667532300.0
0.53173,32.0,35.0,BSHM,6.89212,1667532600.0
0.492289,32.0,35.0,BSHM,7.59321,1667532900.0
0.492617,32.0,35.0,BSHM,8.23176,1667533200.0
0.531792,32.0,35.0,BSHM,9.1687,1667533500.0
0.492505,32.0,35.0,BSHM,9.59791,1667533800.0
0.492477,32.0,35.0,BSHM,10.2208,1667534100.0
0.461032,32.0,35.0,BSHM,10.2875,1667534400.0
0.461981,32.0,35.0,BSHM,10.4603,1667534700.0
0.493145,32.0,35.0,BSHM,11.0954,1667535000.0
0.493861,32.0,35.0,BSHM,11.9086,1667535300.0
0.461517,32.0,35.0,BSHM,12.7791,1667535600.0
0.533822,32.0,35.0,BSHM,13.9739,1667535900.0
0.461685,32.0,35.0,BSHM,14.8415,1667536200.0
0.412557,32.0,35.0,BSHM,15.7109,1667536500.0
0.413521,32.0,35.0,BSHM,16.5748,1667536800.0
0.376894,32.0,35.0,BSHM,17.5252,1667537100.0
0.362057,32.0,35.0,BSHM,18.3254,1667537400.0
0.39452,32.0,35.0,BSHM,18.9124,1667537700.0
0.460932,32.0,35.0,BSHM,19.7538,1667538000.0
0.494586,32.0,35.0,BSHM,20.2074,1667538300.0
0.582701,32.0,35.0,BSHM,21.1938,1667538600.0
0.651341,32.0,35.0,BSHM,21.8655,1667538900.0
0.651495,32.0,35.0,BSHM,22.2142,1667539200.0
0.755246,32.0,35.0,BSHM,22.4836,1667539500.0
0.920999,32.0,35.0,BSHM,22.2251,1667539800.0
0.921513,32.0,35.0,BSHM,22.3494,1667540100.0
0.921534,32.0,35.0,BSHM,23.1211,1667540400.0
0.921366,32.0,35.0,BSHM,23.413,1667540700.0
0.755681,32.0,35.0,BSHM,23.8206,1667541000.0
0.752579,32.0,35.0,BSHM,24.7249,1667541300.0
0.752189,32.0,35.0,BSHM,25.0606,1667541600.0
0.753096,32.0,35.0,BSHM,26.5147,1667541900.0
0.752187,32.0,35.0,BSHM,27.7659,1667542200.0
0.583145,32.0,35.0,BSHM,28.5852,1667542500.0
0.531746,32.0,35.0,BSHM,29.2749,1667542800.0
0.460807,32.0,35.0,BSHM,29.7453,1667543100.0
0.460582,32.0,35.0,BSHM,30.4641,1667543400.0
0.460724,32.0,35.0,BSHM,31.2781,1667543700.0
0.492312,32.0,35.0,BSHM,31.667,1667544000.0
0.49229,32.0,35.0,BSHM,32.0997,1667544300.0
0.583152,32.0,35.0,BSHM,32.5366,1667544600.0
0.582889,32.0,35.0,BSHM,32.8918,1667544900.0
0.752265,32.0,35.0,BSHM,33.3316,1667545200.0
0.752287,32.0,35.0,BSHM,33.6336,1667545500.0
0.752749,32.0,35.0,BSHM,33.7142,1667545800.0
0.651469,32.0,35.0,BSHM,34.2269,1667546100.0
0.651371,32.0,35.0,BSHM,34.7178,1667546400.0
0.651368,32.0,35.0,BSHM,35.3305,1667546700.0
0.651338,32.0,35.0,BSHM,35.8713,1667547000.0
0.75215,32.0,35.0,BSHM,36.3135,1667547300.0
0.651442,32.0,35.0,BSHM,36.7125,1667547600.0
0.752139,32.0,35.0,BSHM,37.0484,1667547900.0
0.752235,32.0,35.0,BSHM,37.5402,1667548200.0
0.652331,32.0,35.0,BSHM,37.3852,1667548500.0
0.582649,32.0,35.0,BSHM,37.0168,1667548800.0
0.531872,32.0,35.0,BSHM,37.014,1667549100.0
0.49282,32.0,35.0,BSHM,37.1666,1667549400.0
0.492551,32.0,35.0,BSHM,37.1718,1667549700.0
0.531799,32.0,35.0,BSHM,36.1791,1667550000.0
0.582674,32.0,35.0,BSHM,35.6003,1667550300.0
0.752045,32.0,35.0,BSHM,35.9894,1667550600.0
0.583561,32.0,35.0,BSHM,35.3089,1667550900.0
0.753496,32.0,35.0,BSHM,34.6793,1667551200.0
0.923129,32.0,35.0,BSHM,34.1566,1667551500.0
0.923056,32.0,35.0,BSHM,33.8903,1667551800.0
0.923073,32.0,35.0,BSHM,33.6164,1667552100.0
1.308,32.0,35.0,BSHM,33.4126,1667552400.0
1.30339,32.0,35.0,BSHM,33.6383,1667552700.0
0.921944,32.0,35.0,BSHM,33.5614,1667553000.0
0.753311,32.0,35.0,BSHM,33.4121,1667553300.0
0.65229,32.0,35.0,BSHM,33.3529,1667553600.0
0.651726,32.0,35.0,BSHM,33.3198,1667553900.0
0.58334,32.0,35.0,BSHM,33.2461,1667554200.0
0.58291,32.0,35.0,BSHM,33.2511,1667554500.0
0.582894,32.0,35.0,BSHM,33.4562,1667554800.0
0.651601,32.0,35.0,BSHM,33.6239,1667555100.0
0.921736,32.0,35.0,BSHM,33.9183,1667555400.0
1.30282,32.0,35.0,BSHM,34.2722,1667555700.0
1.30309,32.0,35.0,BSHM,34.7195,1667556000.0
0.927334,32.0,35.0,BSHM,34.7244,1667556900.0
0.922371,32.0,35.0,BSHM,35.2672,1667557200.0
0.65303,32.0,35.0,BSHM,36.0115,1667557500.0
0.652058,32.0,35.0,BSHM,37.721,1667557800.0
0.532419,32.0,35.0,BSHM,38.7083,1667558100.0
0.532226,32.0,35.0,BSHM,39.5441,1667558400.0
0.532405,32.0,35.0,BSHM,40.5669,1667558700.0
0.493072,32.0,35.0,BSHM,41.4219,1667559000.0
0.492626,32.0,35.0,BSHM,42.2683,1667559300.0
0.460961,32.0,35.0,BSHM,42.561,1667559600.0
0.46175,32.0,35.0,BSHM,43.0733,1667559900.0
0.531966,32.0,35.0,BSHM,43.8671,1667560200.0
0.531885,32.0,35.0,BSHM,43.623,1667560500.0
0.492632,32.0,35.0,BSHM,43.4137,1667560800.0
0.532121,32.0,35.0,BSHM,42.4335,1667561100.0
0.460953,32.0,35.0,BSHM,42.3682,1667561400.0
0.492612,32.0,35.0,BSHM,41.4514,1667561700.0
0.492876,32.0,35.0,BSHM,40.7407,1667562000.0
0.46101,32.0,35.0,BSHM,40.8241,1667562300.0
0.493459,32.0,35.0,BSHM,40.6828,1667562600.0
0.461492,32.0,35.0,BSHM,41.3224,1667562900.0
0.492479,32.0,35.0,BSHM,41.5015,1667563200.0
0.492229,32.0,35.0,BSHM,41.99,1667563500.0
0.43415,32.0,35.0,BSHM,41.4111,1667563800.0
0.460361,32.0,35.0,BSHM,40.8043,1667564100.0
0.460419,32.0,35.0,BSHM,40.0184,1667564400.0
0.434264,32.0,35.0,BSHM,39.2495,1667564700.0
0.411885,32.0,35.0,BSHM,38.7499,1667565000.0
0.39343,32.0,35.0,BSHM,38.2961,1667565300.0
0.376236,32.0,35.0,BSHM,37.9354,1667565600.0
0.33688,32.0,35.0,BSHM,37.0653,1667565900.0
0.361872,32.0,35.0,BSHM,36.6885,1667566200.0
0.376575,32.0,35.0,BSHM,36.4277,1667566500.0
0.434916,32.0,35.0,BSHM,35.7947,1667566800.0
0.532148,32.0,35.0,BSHM,35.901,1667567100.0
0.652129,32.0,35.0,BSHM,37.6613,1667567400.0
0.752649,32.0,35.0,BSHM,37.561,1667567700.0
0.652405,32.0,35.0,BSHM,33.4159,1667568000.0
0.583529,32.0,35.0,BSHM,33.2175,1667568300.0
0.582626,32.0,35.0,BSHM,31.4222,1667568600.0
0.460707,32.0,35.0,BSHM,30.9211,1667568900.0
0.411992,32.0,35.0,BSHM,30.6293,1667569200.0
