ut1_unix,gdlat,glon,tec,dtec,station,experiment_id,file,timestamp_utc,year,date,month,hour
1659226200.0,40.0,44.0,5.91379,1.30248,ARUC,100008809,/opt/openmadrigal/madroot/experiments4/2022/gps/31jul22/gps220731g.002.hdf5,2022-07-31 00:10:00+00:00,2022,2022-07-31,7,2022-07-31 00:00:00+00:00
1659226500.0,40.0,44.0,6.09752,1.30239,ARUC,100008809,/opt/openmadrigal/madroot/experiments4/2022/gps/31jul22/gps220731g.002.hdf5,2022-07-31 00:15:00+00:00,2022,2022-07-31,7,2022-07-31 00:00:00+00:00
1659226800.0,40.0,44.0,6.20827,1.30242,ARUC,100008809,/opt/openmadrigal/madroot/experiments4/2022/gps/31jul22/gps220731g.002.hdf5,2022-07-31 00:20:00+00:00,2022,2022-07-31,7,2022-07-31 00:00:00+00:00
1659228300.0,40.0,44.0,3.38546,1.30442,ARUC,100008809,/opt/openmadrigal/madroot/experiments4/2022/gps/31jul22/gps220731g.002.hdf5,2022-07-31 00:45:00+00:00,2022,2022-07-31,7,2022-07-31 00:00:00+00:00
1659228600.0,40.0,44.0,3.44171,1.30416,ARUC,100008809,/opt/openmadrigal/madroot/experiments4/2022/gps/31jul22/gps220731g.002.hdf5,2022-07-31 00:50:00+00:00,2022,2022-07-31,7,2022-07-31 00:00:00+00:00
1659228900.0,40.0,44.0,3.53716,1.30449,ARUC,100008809,/opt/openmadrigal/madroot/experiments4/2022/gps/31jul22/gps220731g.002.hdf5,2022-07-31 00:55:00+00:00,2022,2022-07-31,7,2022-07-31 00:00:00+00:00
1659229200.0,40.0,44.0,3.16399,0.533006,ARUC,100008809,/opt/openmadrigal/madroot/experiments4/2022/gps/31jul22/gps220731g.002.hdf5,2022-07-31 01:00:00+00:00,2022,2022-07-31,7,2022-07-31 01:00:00+00:00
1659229500.0,40.0,44.0,3.34005,0.583852,ARUC,100008809,/opt/openmadrigal/madroot/experiments4/2022/gps/31jul22/gps220731g.002.hdf5,2022-07-31 01:05:00+00:00,2022,2022-07-31,7,2022-07-31 01:00:00+00:00
1659229800.0,40.0,44.0,3.75554,1.30421,ARUC,100008809,/opt/openmadrigal/madroot/experiments4/2022/gps/31jul22/gps220731g.002.hdf5,2022-07-31 01:10:00+00:00,2022,2022-07-31,7,2022-07-31 01:00:00+00:00
1659230100.0,40.0,44.0,4.57017,0.92155,ARUC,100008809,/opt/openmadrigal/madroot/experiments4/2022/gps/31jul22/gps220731g.002.hdf5,2022-07-31 01:15:00+00:00,2022,2022-07-31,7,2022-07-31 01:00:00+00:00
1659230400.0,40.0,44.0,4.25515,0.753001,ARUC,100008809,/opt/openmadrigal/madroot/experiments4/2022/gps/31jul22/gps220731g.002.hdf5,2022-07-31 01:20:00+00:00,2022,2022-07-31,7,2022-07-31 01:00:00+00:00
1659230700.0,40.0,44.0,4.50321,0.920655,ARUC,100008809,/opt/openmadrigal/madroot/experiments4/2022/gps/31jul22/gps220731g.002.hdf5,2022-07-31 01:25:00+00:00,2022,2022-07-31,7,2022-07-31 01:00:00+00:00
1659231000.0,40.0,44.0,4.64383,0.921075,ARUC,100008809,/opt/openmadrigal/madroot/experiments4/2022/gps/31jul22/gps220731g.002.hdf5,2022-07-31 01:30:00+00:00,2022,2022-07-31,7,2022-07-31 01:00:00+00:00
1659234600.0,40.0,44.0,5.70573,1.30203,ARUC,100008809,/opt/openmadrigal/madroot/experiments4/2022/gps/31jul22/gps220731g.002.hdf5,2022-07-31 02:30:00+00:00,2022,2022-07-31,7,2022-07-31 02:00:00+00:00
1659234900.0,40.0,44.0,6.0395,1.3015,ARUC,100008809,/opt/openmadrigal/madroot/experiments4/2022/gps/31jul22/gps220731g.002.hdf5,2022-07-31 02:35:00+00:00,2022,2022-07-31,7,2022-07-31 02:00:00+00:00
1659235200.0,40.0,44.0,6.46258,1.30155,ARUC,100008809,/opt/openmadrigal/madroot/experiments4/2022/gps/31jul22/gps220731g.002.hdf5,2022-07-31 02:40:00+00:00,2022,2022-07-31,7,2022-07-31 02:00:00+00:00
1659235500.0,40.0,44.0,6.92121,1.3016,ARUC,100008809,/opt/openmadrigal/madroot/experiments4/2022/gps/31jul22/gps220731g.002.hdf5,2022-07-31 02:45:00+00:00,2022,2022-07-31,7,2022-07-31 02:00:00+00:00
1659235800.0,40.0,44.0,8.86238,0.751915,ARUC,100008809,/opt/openmadrigal/madroot/experiments4/2022/gps/31jul22/gps220731g.002.hdf5,2022-07-31 02:50:00+00:00,2022,2022-07-31,7,2022-07-31 02:00:00+00:00
1659236100.0,40.0,44.0,9.0888,0.751878,ARUC,100008809,/opt/openmadrigal/madroot/experiments4/2022/gps/31jul22/gps220731g.002.hdf5,2022-07-31 02:55:00+00:00,2022,2022-07-31,7,2022-07-31 02:00:00+00:00
1659236400.0,40.0,44.0,9.29578,0.920766,ARUC,100008809,/opt/openmadrigal/madroot/experiments4/2022/gps/31jul22/gps220731g.002.hdf5,2022-07-31 03:00:00+00:00,2022,2022-07-31,7,2022-07-31 03:00:00+00:00
1659236700.0,40.0,44.0,10.9882,1.30804,ARUC,100008809,/opt/openmadrigal/madroot/experiments4/2022/gps/31jul22/gps220731g.002.hdf5,2022-07-31 03:05:00+00:00,2022,2022-07-31,7,2022-07-31 03:00:00+00:00
1659237300.0,40.0,44.0,7.45055,0.434666,ARUC,100008809,/opt/openmadrigal/madroot/experiments4/2022/gps/31jul22/gps220731g.002.hdf5,2022-07-31 03:15:00+00:00,2022,2022-07-31,7,2022-07-31 03:00:00+00:00
1659237600.0,40.0,44.0,7.61191,0.412352,ARUC,100008809,/opt/openmadrigal/madroot/experiments4/2022/gps/31jul22/gps220731g.002.hdf5,2022-07-31 03:20:00+00:00,2022,2022-07-31,7,2022-07-31 03:00:00+00:00
1659237900.0,40.0,44.0,8.67631,0.92108,ARUC,100008809,/opt/openmadrigal/madroot/experiments4/2022/gps/31jul22/gps220731g.002.hdf5,2022-07-31 03:25:00+00:00,2022,2022-07-31,7,2022-07-31 03:00:00+00:00
1659238200.0,40.0,44.0,8.3013,1.30371,ARUC,100008809,/opt/openmadrigal/madroot/experiments4/2022/gps/31jul22/gps220731g.002.hdf5,2022-07-31 03:30:00+00:00,2022,2022-07-31,7,2022-07-31 03:00:00+00:00
1659238500.0,40.0,44.0,8.82074,1.30283,ARUC,100008809,/opt/openmadrigal/madroot/experiments4/2022/gps/31jul22/gps220731g.002.hdf5,2022-07-31 03:35:00+00:00,2022,2022-07-31,7,2022-07-31 03:00:00+00:00
1659238800.0,40.0,44.0,9.03841,1.30275,ARUC,100008809,/opt/openmadrigal/madroot/experiments4/2022/gps/31jul22/gps220731g.002.hdf5,2022-07-31 03:40:00+00:00,2022,2022-07-31,7,2022-07-31 03:00:00+00:00
1659239100.0,40.0,44.0,9.15536,1.30269,ARUC,100008809,/opt/openmadrigal/madroot/experiments4/2022/gps/31jul22/gps220731g.002.hdf5,2022-07-31 03:45:00+00:00,2022,2022-07-31,7,2022-07-31 03:00:00+00:00
1659239400.0,40.0,44.0,9.35618,1.30289,ARUC,100008809,/opt/openmadrigal/madroot/experiments4/2022/gps/31jul22/gps220731g.002.hdf5,2022-07-31 03:50:00+00:00,2022,2022-07-31,7,2022-07-31 03:00:00+00:00
1659240000.0,40.0,44.0,11.125,1.30241,ARUC,100008809,/opt/openmadrigal/madroot/experiments4/2022/gps/31jul22/gps220731g.002.hdf5,2022-07-31 04:00:00+00:00,2022,2022-07-31,7,2022-07-31 04:00:00+00:00
1659240300.0,40.0,44.0,11.3844,1.30238,ARUC,100008809,/opt/openmadrigal/madroot/experiments4/2022/gps/31jul22/gps220731g.002.hdf5,2022-07-31 04:05:00+00:00,2022,2022-07-31,7,2022-07-31 04:00:00+00:00
1659240600.0,40.0,44.0,11.5162,1.30258,ARUC,100008809,/opt/openmadrigal/madroot/experiments4/2022/gps/31jul22/gps220731g.002.hdf5,2022-07-31 04:10:00+00:00,2022,2022-07-31,7,2022-07-31 04:00:00+00:00
1659241500.0,40.0,44.0,13.2685,1.30101,ARUC,100008809,/opt/openmadrigal/madroot/experiments4/2022/gps/31jul22/gps220731g.002.hdf5,2022-07-31 04:25:00+00:00,2022,2022-07-31,7,2022-07-31 04:00:00+00:00
1659241800.0,40.0,44.0,13.2868,1.30102,ARUC,100008809,/opt/openmadrigal/madroot/experiments4/2022/gps/31jul22/gps220731g.002.hdf5,2022-07-31 04:30:00+00:00,2022,2022-07-31,7,2022-07-31 04:00:00+00:00
